Número de personas en el hogar;Número de perceptores de ingresos en el hogar;Periodo;Total
Siete personas;Total;2017T4;55,6
Siete personas;Total;2017T3;56,5
Siete personas;Total;2017T2;59
Siete personas;Total;2017T1;62,7
Siete personas;Total;2016T4;62,3
Siete personas;Total;2016T3;61,9
Siete personas;Total;2016T2;60,3
Siete personas;Total;2016T1;56,6
Siete personas;Total;2015T4;58,6
Siete personas;Total;2015T3;60,8
Siete personas;Total;2015T2;60,3
Siete personas;Total;2015T1;59,5
Siete personas;Total;2014T4;57,4
Siete personas;Total;2014T3;60,5
Siete personas;Total;2014T2;63,2
Siete personas;Total;2014T1;64
Siete personas;Total;2013T4;67,2
Siete personas;Total;2013T3;68,9
Siete personas;Total;2013T2;70,3
Siete personas;Total;2013T1;67,8
Siete personas;Total;2012T4;69,8
Siete personas;Total;2012T3;73,4
Siete personas;Total;2012T2;69,7
Siete personas;Total;2012T1;61,1
Siete personas;Total;2011T4;62,6
Siete personas;Total;2011T3;63,1
Siete personas;Total;2011T2;60,7
Siete personas;Total;2011T1;73,5
Siete personas;Total;2010T4;75,1
Siete personas;Total;2010T3;73,7
Siete personas;Total;2010T2;81,1
Siete personas;Total;2010T1;85,5
Siete personas;Total;2009T4;83
Siete personas;Total;2009T3;73,9
Siete personas;Total;2009T2;74,9
Siete personas;Total;2009T1;78,7
Siete personas;Total;2008T4;74,4
Siete personas;Total;2008T3;73,4
Siete personas;Total;2008T2;74,9
Siete personas;Total;2008T1;85,2
Siete personas;Total;2007T4;88,2
Siete personas;Total;2007T3;81,9
Siete personas;Total;2007T2;85,9
Siete personas;Total;2007T1;96,4
Siete personas;Total;2006T4;87,4
Siete personas;Total;2006T3;87,9
Siete personas;Total;2006T2;97,9
Siete personas;Total;2006T1;98,1
Siete personas;Total;2005T4;94,5
Siete personas;Total;2005T3;110,1
Siete personas;Total;2005T2;106
Siete personas;Total;2005T1;93,8
Siete personas;Total;2004T4;91,6
Siete personas;Total;2004T3;94,1
Siete personas;Total;2004T2;89,1
Siete personas;Total;2004T1;96,3
Siete personas;Total;2003T4;97,4
Siete personas;Total;2003T3;97,7
Siete personas;Total;2003T2;100,9
Siete personas;Total;2003T1;103,9
Siete personas;Total;2002T4;111,8
Siete personas;Total;2002T3;111,6
Siete personas;Total;2002T2;111,2
Siete personas;Total;2002T1;106,5
Siete personas;0;2025T4;0,3
Siete personas;0;2025T3;0,9
Siete personas;0;2025T2;2,1
Siete personas;0;2025T1;0,3
Siete personas;0;2024T4;0,8
Siete personas;0;2024T3;3
Siete personas;0;2024T2;3,4
Siete personas;0;2024T1;1,9
Siete personas;0;2023T4;0,4
Siete personas;0;2023T3;1,1
Siete personas;0;2023T2;2
Siete personas;0;2023T1;5
Siete personas;0;2022T4;2,5
Siete personas;0;2022T3;3,3
Siete personas;0;2022T2;1,5
Siete personas;0;2022T1;1,9
Siete personas;0;2021T4;2,4
Siete personas;0;2021T3;2,9
Siete personas;0;2021T2;3,7
Siete personas;0;2021T1;3,8
Siete personas;0;2020T4;3,6
Siete personas;0;2020T3;2,7
Siete personas;0;2020T2;2,7
Siete personas;0;2020T1;2,9
Siete personas;0;2019T4;1,3
Siete personas;0;2019T3;2,8
Siete personas;0;2019T2;1,5
Siete personas;0;2019T1;2,2
Siete personas;0;2018T4;1,4
Siete personas;0;2018T3;2,1
Siete personas;0;2018T2;2,5
Siete personas;0;2018T1;2,1
Siete personas;0;2017T4;1,5
Siete personas;0;2017T3;1,9
Siete personas;0;2017T2;1,1
Siete personas;0;2017T1;1,5
Siete personas;0;2016T4;1,5
Siete personas;0;2016T3;2,5
Siete personas;0;2016T2;1,7
Siete personas;0;2016T1;2,3
Siete personas;0;2015T4;2,1
Siete personas;0;2015T3;5,8
Siete personas;0;2015T2;3,9
Siete personas;0;2015T1;4,9
Siete personas;0;2014T4;5,2
Siete personas;0;2014T3;3,6
Siete personas;0;2014T2;3,2
Siete personas;0;2014T1;5,7
Siete personas;0;2013T4;3
Siete personas;0;2013T3;2,2
Siete personas;0;2013T2;3,7
Siete personas;0;2013T1;3,4
Siete personas;0;2012T4;4,5
Siete personas;0;2012T3;4,1
Siete personas;0;2012T2;1,3
Siete personas;0;2012T1;1
Siete personas;0;2011T4;3
Siete personas;0;2011T3;2,8
Siete personas;0;2011T2;3,3
Siete personas;0;2011T1;2,4
Siete personas;0;2010T4;1,7
Siete personas;0;2010T3;0,7
Siete personas;0;2010T2;1
Siete personas;0;2010T1;1,2
Siete personas;0;2009T4;4,5
Siete personas;0;2009T3;2
Siete personas;0;2009T2;1,7
Siete personas;0;2009T1;2,8
Siete personas;0;2008T4;0,5
Siete personas;0;2008T3;0,5
Siete personas;0;2008T2;1,4
Siete personas;0;2008T1;1,2
Siete personas;0;2007T4;1,5
Siete personas;0;2007T3;0,3
Siete personas;0;2007T2;0,8
Siete personas;0;2007T1;0,7
Siete personas;0;2006T4;1,3
Siete personas;0;2006T3;1,3
Siete personas;0;2006T2;1,9
Siete personas;0;2006T1;2,5
Siete personas;0;2005T4;0,2
Siete personas;0;2005T3;0,7
Siete personas;0;2005T2;0,4
Siete personas;0;2005T1;0,6
Siete personas;0;2004T4;1
Siete personas;0;2004T3;1,4
Siete personas;0;2004T2;0,3
Siete personas;0;2004T1;0,7
Siete personas;0;2003T4;1,9
Siete personas;0;2003T3;1,3
Siete personas;0;2003T2;0,9
Siete personas;0;2003T1;1,4
Siete personas;0;2002T4;0,3
Siete personas;0;2002T3;0,7
Siete personas;0;2002T2;0,6
Siete personas;0;2002T1;2
Siete personas;1;2025T4;18,9
Siete personas;1;2025T3;17,5
Siete personas;1;2025T2;13,7
Siete personas;1;2025T1;12,1
Siete personas;1;2024T4;15,5
Siete personas;1;2024T3;16
Siete personas;1;2024T2;14,4
Siete personas;1;2024T1;13,9
Siete personas;1;2023T4;18,1
Siete personas;1;2023T3;16,6
Siete personas;1;2023T2;6,9
Siete personas;1;2023T1;11,3
Siete personas;1;2022T4;16
Siete personas;1;2022T3;13,3
Siete personas;1;2022T2;20,4
Siete personas;1;2022T1;16,2
Siete personas;1;2021T4;18,9
Siete personas;1;2021T3;18,1
Siete personas;1;2021T2;13,1
Siete personas;1;2021T1;15,5
Siete personas;1;2020T4;11,2
Siete personas;1;2020T3;13,2
Siete personas;1;2020T2;12,5
Siete personas;1;2020T1;8,7
Siete personas;1;2019T4;7,9
Siete personas;1;2019T3;9,3
Siete personas;1;2019T2;10
Siete personas;1;2019T1;9,3
Siete personas;1;2018T4;11
Siete personas;1;2018T3;9,6
Siete personas;1;2018T2;10,3
Siete personas;1;2018T1;10,8
Siete personas;1;2017T4;6,4
Siete personas;1;2017T3;7,3
Siete personas;1;2017T2;10,5
Siete personas;1;2017T1;14,5
Siete personas;1;2016T4;14,9
Siete personas;1;2016T3;13,5
Siete personas;1;2016T2;11,7
Siete personas;1;2016T1;11,2
Siete personas;1;2015T4;12
Siete personas;1;2015T3;9,4
Siete personas;1;2015T2;11,8
Siete personas;1;2015T1;10,7
Siete personas;1;2014T4;13,5
Siete personas;1;2014T3;16,3
Siete personas;1;2014T2;15
Siete personas;1;2014T1;13,2
Siete personas;1;2013T4;16
Siete personas;1;2013T3;11,8
Siete personas;1;2013T2;12,9
Siete personas;1;2013T1;13,4
Siete personas;1;2012T4;13,8
Siete personas;1;2012T3;12,2
Siete personas;1;2012T2;13,6
Siete personas;1;2012T1;12,9
Siete personas;1;2011T4;11,1
Siete personas;1;2011T3;7,4
Siete personas;1;2011T2;10,7
Siete personas;1;2011T1;11,9
Siete personas;1;2010T4;12,3
Siete personas;1;2010T3;9
Siete personas;1;2010T2;10,6
Siete personas;1;2010T1;14,5
Siete personas;1;2009T4;12,5
Siete personas;1;2009T3;11,9
Siete personas;1;2009T2;17,6
Siete personas;1;2009T1;19,1
Siete personas;1;2008T4;14,5
Siete personas;1;2008T3;9,3
Siete personas;1;2008T2;8,4
Siete personas;1;2008T1;14,2
Siete personas;1;2007T4;15,4
Siete personas;1;2007T3;8,6
Siete personas;1;2007T2;6,8
Siete personas;1;2007T1;12
Siete personas;1;2006T4;10,7
Siete personas;1;2006T3;11,6
Siete personas;1;2006T2;10,5
Siete personas;1;2006T1;8,5
Siete personas;1;2005T4;6,7
Siete personas;1;2005T3;13,2
Siete personas;1;2005T2;11,6
Siete personas;1;2005T1;10,8
Siete personas;1;2004T4;12,8
Siete personas;1;2004T3;13,9
Siete personas;1;2004T2;9
Siete personas;1;2004T1;12,6
Siete personas;1;2003T4;9,6
Siete personas;1;2003T3;10,2
Siete personas;1;2003T2;9,5
Siete personas;1;2003T1;9,3
Siete personas;1;2002T4;10,2
Siete personas;1;2002T3;8,8
Siete personas;1;2002T2;12,7
Siete personas;1;2002T1;10,7
Siete personas;2;2025T4;24
Siete personas;2;2025T3;18,9
Siete personas;2;2025T2;16,6
Siete personas;2;2025T1;20,8
Siete personas;2;2024T4;26,4
Siete personas;2;2024T3;18
Siete personas;2;2024T2;22,8
Siete personas;2;2024T1;18,6
Siete personas;2;2023T4;12,7
Siete personas;2;2023T3;15
Siete personas;2;2023T2;19,1
Siete personas;2;2023T1;25,3
Siete personas;2;2022T4;20,1
Siete personas;2;2022T3;23,6
Siete personas;2;2022T2;20,1
Siete personas;2;2022T1;27,7
Siete personas;2;2021T4;16,2
Siete personas;2;2021T3;21,8
Siete personas;2;2021T2;22,9
Siete personas;2;2021T1;21,8
Siete personas;2;2020T4;13,4
Siete personas;2;2020T3;14
Siete personas;2;2020T2;14,8
Siete personas;2;2020T1;15,9
Siete personas;2;2019T4;13,2
Siete personas;2;2019T3;16,4
Siete personas;2;2019T2;17,5
Siete personas;2;2019T1;17,4
Siete personas;2;2018T4;16,3
Siete personas;2;2018T3;18,3
Siete personas;2;2018T2;15,9
Siete personas;2;2018T1;18,6
Siete personas;2;2017T4;16,8
Siete personas;2;2017T3;13,4
Siete personas;2;2017T2;13,3
Siete personas;2;2017T1;14,6
Siete personas;2;2016T4;14,4
Siete personas;2;2016T3;15,4
Siete personas;2;2016T2;17,8
Siete personas;2;2016T1;13,8
Siete personas;2;2015T4;14,6
Siete personas;2;2015T3;13
Siete personas;2;2015T2;14,7
Siete personas;2;2015T1;15,1
Siete personas;2;2014T4;14,4
Siete personas;2;2014T3;12,7
Siete personas;2;2014T2;15,2
Siete personas;2;2014T1;16,8
Siete personas;2;2013T4;16,7
Siete personas;2;2013T3;18,9
Siete personas;2;2013T2;17,5
Siete personas;2;2013T1;18,3
Siete personas;2;2012T4;17,7
Siete personas;2;2012T3;12,9
Siete personas;2;2012T2;19
Siete personas;2;2012T1;11,5
Siete personas;2;2011T4;14,3
Siete personas;2;2011T3;16,9
Siete personas;2;2011T2;13,8
Siete personas;2;2011T1;17
Siete personas;2;2010T4;14,9
Siete personas;2;2010T3;18,2
Siete personas;2;2010T2;20,2
Siete personas;2;2010T1;23
Siete personas;2;2009T4;20,9
Siete personas;2;2009T3;19,4
Siete personas;2;2009T2;14,9
Siete personas;2;2009T1;16,5
Siete personas;2;2008T4;14,7
Siete personas;2;2008T3;12,6
Siete personas;2;2008T2;14,3
Siete personas;2;2008T1;16,8
Siete personas;2;2007T4;15,7
Siete personas;2;2007T3;14,4
Siete personas;2;2007T2;17,4
Siete personas;2;2007T1;17,1
Siete personas;2;2006T4;13,1
Siete personas;2;2006T3;12,5
Siete personas;2;2006T2;16,4
Siete personas;2;2006T1;18,8
Siete personas;2;2005T4;14,7
Siete personas;2;2005T3;24
Siete personas;2;2005T2;18,2
Siete personas;2;2005T1;17
Siete personas;2;2004T4;17,7
Siete personas;2;2004T3;15,9
Siete personas;2;2004T2;14
Siete personas;2;2004T1;16,4
Siete personas;2;2003T4;18,7
Siete personas;2;2003T3;17,5
Siete personas;2;2003T2;18,8
Siete personas;2;2003T1;18,4
Siete personas;2;2002T4;16,7
Siete personas;2;2002T3;22,4
Siete personas;2;2002T2;18,3
Siete personas;2;2002T1;17,6
Siete personas;3;2025T4;24
Siete personas;3;2025T3;27
Siete personas;3;2025T2;15,1
Siete personas;3;2025T1;23,3
Siete personas;3;2024T4;27,3
Siete personas;3;2024T3;29,8
Siete personas;3;2024T2;19,7
Siete personas;3;2024T1;24,8
Siete personas;3;2023T4;23,2
Siete personas;3;2023T3;31,3
Siete personas;3;2023T2;28,7
Siete personas;3;2023T1;24,3
Siete personas;3;2022T4;20,5
Siete personas;3;2022T3;10,4
Siete personas;3;2022T2;14,8
Siete personas;3;2022T1;16,7
Siete personas;3;2021T4;17,3
Siete personas;3;2021T3;19,5
Siete personas;3;2021T2;20,3
Siete personas;3;2021T1;24,1
Siete personas;3;2020T4;17,3
Siete personas;3;2020T3;14,1
Siete personas;3;2020T2;16,3
Siete personas;3;2020T1;15
Siete personas;3;2019T4;16,5
Siete personas;3;2019T3;16,5
Siete personas;3;2019T2;15
Siete personas;3;2019T1;19
Siete personas;3;2018T4;18,2
Siete personas;3;2018T3;15,5
Siete personas;3;2018T2;11,9
Siete personas;3;2018T1;13,4
Siete personas;3;2017T4;10,7
Siete personas;3;2017T3;14,8
Siete personas;3;2017T2;13,7
Siete personas;3;2017T1;14,5
Siete personas;3;2016T4;16,9
Siete personas;3;2016T3;12,8
Siete personas;3;2016T2;11,6
Siete personas;3;2016T1;11,5
Siete personas;3;2015T4;11,1
Siete personas;3;2015T3;13,3
Siete personas;3;2015T2;11,7
Siete personas;3;2015T1;12,6
Siete personas;3;2014T4;11
Siete personas;3;2014T3;11,7
Siete personas;3;2014T2;11,7
Siete personas;3;2014T1;10,9
Siete personas;3;2013T4;14
Siete personas;3;2013T3;14,4
Siete personas;3;2013T2;15,9
Siete personas;3;2013T1;13,1
Siete personas;3;2012T4;13,7
Siete personas;3;2012T3;16,9
Siete personas;3;2012T2;15,8
Siete personas;3;2012T1;19,1
Siete personas;3;2011T4;16,3
Siete personas;3;2011T3;14,7
Siete personas;3;2011T2;13,3
Siete personas;3;2011T1;17,2
Siete personas;3;2010T4;15,6
Siete personas;3;2010T3;17,8
Siete personas;3;2010T2;19
Siete personas;3;2010T1;22,9
Siete personas;3;2009T4;17,5
Siete personas;3;2009T3;15,7
Siete personas;3;2009T2;17,5
Siete personas;3;2009T1;14,5
Siete personas;3;2008T4;16,6
Siete personas;3;2008T3;17,3
Siete personas;3;2008T2;16,7
Siete personas;3;2008T1;17
Siete personas;3;2007T4;13,5
Siete personas;3;2007T3;15,9
Siete personas;3;2007T2;16,9
Siete personas;3;2007T1;18,7
Siete personas;3;2006T4;19
Siete personas;3;2006T3;19,7
Siete personas;3;2006T2;22,1
Siete personas;3;2006T1;20,6
Siete personas;3;2005T4;25,5
Siete personas;3;2005T3;18,1
Siete personas;3;2005T2;21,9
Siete personas;3;2005T1;20
Siete personas;3;2004T4;16,3
Siete personas;3;2004T3;17
Siete personas;3;2004T2;19,2
Siete personas;3;2004T1;19,6
Siete personas;3;2003T4;18,1
Siete personas;3;2003T3;21,1
Siete personas;3;2003T2;26,7
Siete personas;3;2003T1;26,4
Siete personas;3;2002T4;30,3
Siete personas;3;2002T3;25,7
Siete personas;3;2002T2;28
Siete personas;3;2002T1;25,9
Siete personas;4 y más;2025T4;25,8
Siete personas;4 y más;2025T3;40,2
Siete personas;4 y más;2025T2;45,9
Siete personas;4 y más;2025T1;46,9
Siete personas;4 y más;2024T4;36,9
Siete personas;4 y más;2024T3;34,7
Siete personas;4 y más;2024T2;35,1
Siete personas;4 y más;2024T1;28,9
Siete personas;4 y más;2023T4;32,3
Siete personas;4 y más;2023T3;29,4
Siete personas;4 y más;2023T2;26,6
Siete personas;4 y más;2023T1;21
Siete personas;4 y más;2022T4;24,6
Siete personas;4 y más;2022T3;23,7
Siete personas;4 y más;2022T2;24,4
Siete personas;4 y más;2022T1;24,3
Siete personas;4 y más;2021T4;20,8
Siete personas;4 y más;2021T3;26,6
Siete personas;4 y más;2021T2;21,5
Siete personas;4 y más;2021T1;23,7
Siete personas;4 y más;2020T4;20
Siete personas;4 y más;2020T3;12,6
Siete personas;4 y más;2020T2;14,6
Siete personas;4 y más;2020T1;19,9
Siete personas;4 y más;2019T4;22,1
Siete personas;4 y más;2019T3;20,6
Siete personas;4 y más;2019T2;18,9
Siete personas;4 y más;2019T1;11,4
Siete personas;4 y más;2018T4;15,1
Siete personas;4 y más;2018T3;18,5
Siete personas;4 y más;2018T2;21,6
Siete personas;4 y más;2018T1;20,8
Siete personas;4 y más;2017T4;20,2
Siete personas;4 y más;2017T3;19,1
Siete personas;4 y más;2017T2;20,5
Siete personas;4 y más;2017T1;17,6
Siete personas;4 y más;2016T4;14,6
Siete personas;4 y más;2016T3;17,7
Siete personas;4 y más;2016T2;17,5
Siete personas;4 y más;2016T1;17,7
Siete personas;4 y más;2015T4;18,9
Siete personas;4 y más;2015T3;19,3
Siete personas;4 y más;2015T2;18,1
Siete personas;4 y más;2015T1;16,2
Siete personas;4 y más;2014T4;13,2
Siete personas;4 y más;2014T3;16,1
Siete personas;4 y más;2014T2;18,2
Siete personas;4 y más;2014T1;17,4
Siete personas;4 y más;2013T4;17,6
Siete personas;4 y más;2013T3;21,6
Siete personas;4 y más;2013T2;20,3
Siete personas;4 y más;2013T1;19,5
Siete personas;4 y más;2012T4;20,2
Siete personas;4 y más;2012T3;27,3
Siete personas;4 y más;2012T2;20,1
Siete personas;4 y más;2012T1;16,7
Siete personas;4 y más;2011T4;17,8
Siete personas;4 y más;2011T3;21,2
Siete personas;4 y más;2011T2;19,5
Siete personas;4 y más;2011T1;25
Siete personas;4 y más;2010T4;30,6
Siete personas;4 y más;2010T3;27,8
Siete personas;4 y más;2010T2;30,3
Siete personas;4 y más;2010T1;23,8
Siete personas;4 y más;2009T4;27,6
Siete personas;4 y más;2009T3;24,9
Siete personas;4 y más;2009T2;23,1
Siete personas;4 y más;2009T1;25,7
Siete personas;4 y más;2008T4;28,1
Siete personas;4 y más;2008T3;33,6
Siete personas;4 y más;2008T2;34
Siete personas;4 y más;2008T1;36
Siete personas;4 y más;2007T4;42,1
Siete personas;4 y más;2007T3;42,7
Siete personas;4 y más;2007T2;44,1
Siete personas;4 y más;2007T1;47,9
Siete personas;4 y más;2006T4;43,4
Siete personas;4 y más;2006T3;42,7
Siete personas;4 y más;2006T2;46,9
Siete personas;4 y más;2006T1;47,7
Siete personas;4 y más;2005T4;47,5
Siete personas;4 y más;2005T3;54,2
Siete personas;4 y más;2005T2;53,8
Siete personas;4 y más;2005T1;45,3
Siete personas;4 y más;2004T4;43,8
Siete personas;4 y más;2004T3;45,9
Siete personas;4 y más;2004T2;46,6
Siete personas;4 y más;2004T1;47,1
Siete personas;4 y más;2003T4;49,1
Siete personas;4 y más;2003T3;47,5
Siete personas;4 y más;2003T2;45
Siete personas;4 y más;2003T1;48,4
Siete personas;4 y más;2002T4;54,3
Siete personas;4 y más;2002T3;53,8
Siete personas;4 y más;2002T2;51,5
Siete personas;4 y más;2002T1;50,3
Ocho personas;Total;2025T4;46,2
Ocho personas;Total;2025T3;48,5
Ocho personas;Total;2025T2;44,2
Ocho personas;Total;2025T1;47,6
Ocho personas;Total;2024T4;37,2
Ocho personas;Total;2024T3;36,3
Ocho personas;Total;2024T2;28
Ocho personas;Total;2024T1;30,1
Ocho personas;Total;2023T4;29
Ocho personas;Total;2023T3;29,3
Ocho personas;Total;2023T2;25,7
Ocho personas;Total;2023T1;18,8
Ocho personas;Total;2022T4;24,5
Ocho personas;Total;2022T3;22,4
Ocho personas;Total;2022T2;23,1
Ocho personas;Total;2022T1;26,3
Ocho personas;Total;2021T4;28,5
Ocho personas;Total;2021T3;22,9
Ocho personas;Total;2021T2;32,2
Ocho personas;Total;2021T1;31,6
Ocho personas;Total;2020T4;18,9
Ocho personas;Total;2020T3;27,4
Ocho personas;Total;2020T2;24
Ocho personas;Total;2020T1;25,1
Ocho personas;Total;2019T4;22,8
Ocho personas;Total;2019T3;19,6
Ocho personas;Total;2019T2;18,1
Ocho personas;Total;2019T1;14,7
Ocho personas;Total;2018T4;15,4
Ocho personas;Total;2018T3;18,9
Ocho personas;Total;2018T2;17,3
Ocho personas;Total;2018T1;16,9
Ocho personas;Total;2017T4;18,7
Ocho personas;Total;2017T3;17,3
Ocho personas;Total;2017T2;16,6
Ocho personas;Total;2017T1;17,5
Ocho personas;Total;2016T4;18,8
Ocho personas;Total;2016T3;18,9
Ocho personas;Total;2016T2;23,1
Ocho personas;Total;2016T1;23,3
Ocho personas;Total;2015T4;24,8
Ocho personas;Total;2015T3;20
Ocho personas;Total;2015T2;20,2
Ocho personas;Total;2015T1;17,9
Ocho personas;Total;2014T4;21,6
Ocho personas;Total;2014T3;18,5
Ocho personas;Total;2014T2;18,7
Ocho personas;Total;2014T1;20,9
Ocho personas;Total;2013T4;21,7
Ocho personas;Total;2013T3;19,5
Ocho personas;Total;2013T2;19,6
Ocho personas;Total;2013T1;24,1
Ocho personas;Total;2012T4;31,2
Ocho personas;Total;2012T3;23,5
Ocho personas;Total;2012T2;23,4
Ocho personas;Total;2012T1;25,7
Ocho personas;Total;2011T4;27,8
Ocho personas;Total;2011T3;29,4
Ocho personas;Total;2011T2;28,2
Ocho personas;Total;2011T1;27,8
Ocho personas;Total;2010T4;30,9
Ocho personas;Total;2010T3;31,6
Ocho personas;Total;2010T2;36,8
Ocho personas;Total;2010T1;26,5
Ocho personas;Total;2009T4;24,9
Ocho personas;Total;2009T3;24,6
Ocho personas;Total;2009T2;25,4
Ocho personas;Total;2009T1;28,5
Ocho personas;Total;2008T4;30,6
Ocho personas;Total;2008T3;31,1
Ocho personas;Total;2008T2;30,2
Ocho personas;Total;2008T1;33,5
Ocho personas;Total;2007T4;33,4
Ocho personas;Total;2007T3;40,2
Ocho personas;Total;2007T2;36,3
Ocho personas;Total;2007T1;34,3
Ocho personas;Total;2006T4;25,8
Ocho personas;Total;2006T3;27,2
Ocho personas;Total;2006T2;25,6
Ocho personas;Total;2006T1;30,2
Ocho personas;Total;2005T4;24,7
Ocho personas;Total;2005T3;26,6
Ocho personas;Total;2005T2;31,8
Ocho personas;Total;2005T1;27,1
Ocho personas;Total;2004T4;29,9
Ocho personas;Total;2004T3;27,4
Ocho personas;Total;2004T2;30,8
Ocho personas;Total;2004T1;31,8
Ocho personas;Total;2003T4;27,4
Ocho personas;Total;2003T3;27,5
Ocho personas;Total;2003T2;27
Ocho personas;Total;2003T1;29,4
Ocho personas;Total;2002T4;32,1
Ocho personas;Total;2002T3;29,8
Ocho personas;Total;2002T2;30,9
Ocho personas;Total;2002T1;32,1
Ocho personas;0;2025T4;..
Ocho personas;0;2025T3;..
Ocho personas;0;2025T2;..
Ocho personas;0;2025T1;0,1
Ocho personas;0;2024T4;0,1
Ocho personas;0;2024T3;..
Ocho personas;0;2024T2;0,6
Ocho personas;0;2024T1;1,3
Ocho personas;0;2023T4;1
Ocho personas;0;2023T3;1,1
Ocho personas;0;2023T2;..
Ocho personas;0;2023T1;..
Ocho personas;0;2022T4;1,7
Ocho personas;0;2022T3;..
Ocho personas;0;2022T2;..
Ocho personas;0;2022T1;..
Ocho personas;0;2021T4;..
Ocho personas;0;2021T3;..
Ocho personas;0;2021T2;1
Ocho personas;0;2021T1;..
Ocho personas;0;2020T4;0,9
Ocho personas;0;2020T3;0,8
Ocho personas;0;2020T2;0,4
Ocho personas;0;2020T1;0,5
Ocho personas;0;2019T4;0,6
Ocho personas;0;2019T3;0,3
Ocho personas;0;2019T2;1,6
Ocho personas;0;2019T1;1,4
Ocho personas;0;2018T4;1,4
Ocho personas;0;2018T3;0,7
Ocho personas;0;2018T2;1,3
Ocho personas;0;2018T1;0,8
Ocho personas;0;2017T4;0,3
Ocho personas;0;2017T3;0,3
Ocho personas;0;2017T2;0,7
Ocho personas;0;2017T1;0,5
Ocho personas;0;2016T4;0,6
Ocho personas;0;2016T3;0,5
Ocho personas;0;2016T2;0,7
Ocho personas;0;2016T1;1,6
Ocho personas;0;2015T4;0,4
Ocho personas;0;2015T3;2,1
Ocho personas;0;2015T2;0,8
Ocho personas;0;2015T1;0,8
Ocho personas;0;2014T4;1,1
Ocho personas;0;2014T3;1,5
Ocho personas;0;2014T2;0,8
Ocho personas;0;2014T1;0,7
Ocho personas;0;2013T4;0,4
Ocho personas;0;2013T3;1,2
Ocho personas;0;2013T2;1,3
Ocho personas;0;2013T1;0,8
Ocho personas;0;2012T4;1,1
Ocho personas;0;2012T3;1,7
Ocho personas;0;2012T2;0,7
Ocho personas;0;2012T1;1,2
Ocho personas;0;2011T4;1,3
Ocho personas;0;2011T3;0,8
Ocho personas;0;2011T2;3,5
