Sexo;Tipo de jornada;Tipo de contrato o relación laboral;Periodo;Total
Hombres;No clasificable;Total asalariados;2022T2;..
Hombres;No clasificable;Total asalariados;2022T1;..
Hombres;No clasificable;Total asalariados;2021T4;..
Hombres;No clasificable;Total asalariados;2021T3;..
Hombres;No clasificable;Total asalariados;2021T2;..
Hombres;No clasificable;Total asalariados;2021T1;..
Hombres;No clasificable;Total asalariados;2020T4;..
Hombres;No clasificable;Total asalariados;2020T3;..
Hombres;No clasificable;Total asalariados;2020T2;..
Hombres;No clasificable;Total asalariados;2020T1;..
Hombres;No clasificable;Total asalariados;2019T4;..
Hombres;No clasificable;Total asalariados;2019T3;..
Hombres;No clasificable;Total asalariados;2019T2;..
Hombres;No clasificable;Total asalariados;2019T1;..
Hombres;No clasificable;Total asalariados;2018T4;..
Hombres;No clasificable;Total asalariados;2018T3;..
Hombres;No clasificable;Total asalariados;2018T2;..
Hombres;No clasificable;Total asalariados;2018T1;..
Hombres;No clasificable;Total asalariados;2017T4;..
Hombres;No clasificable;Total asalariados;2017T3;..
Hombres;No clasificable;Total asalariados;2017T2;..
Hombres;No clasificable;Total asalariados;2017T1;..
Hombres;No clasificable;Total asalariados;2016T4;..
Hombres;No clasificable;Total asalariados;2016T3;..
Hombres;No clasificable;Total asalariados;2016T2;..
Hombres;No clasificable;Total asalariados;2016T1;..
Hombres;No clasificable;Total asalariados;2015T4;..
Hombres;No clasificable;Total asalariados;2015T3;..
Hombres;No clasificable;Total asalariados;2015T2;..
Hombres;No clasificable;Total asalariados;2015T1;..
Hombres;No clasificable;Total asalariados;2014T4;..
Hombres;No clasificable;Total asalariados;2014T3;..
Hombres;No clasificable;Total asalariados;2014T2;..
Hombres;No clasificable;Total asalariados;2014T1;..
Hombres;No clasificable;Total asalariados;2013T4;..
Hombres;No clasificable;Total asalariados;2013T3;..
Hombres;No clasificable;Total asalariados;2013T2;..
Hombres;No clasificable;Total asalariados;2013T1;..
Hombres;No clasificable;Total asalariados;2012T4;..
Hombres;No clasificable;Total asalariados;2012T3;..
Hombres;No clasificable;Total asalariados;2012T2;..
Hombres;No clasificable;Total asalariados;2012T1;..
Hombres;No clasificable;Total asalariados;2011T4;..
Hombres;No clasificable;Total asalariados;2011T3;..
Hombres;No clasificable;Total asalariados;2011T2;..
Hombres;No clasificable;Total asalariados;2011T1;..
Hombres;No clasificable;Total asalariados;2010T4;..
Hombres;No clasificable;Total asalariados;2010T3;..
Hombres;No clasificable;Total asalariados;2010T2;..
Hombres;No clasificable;Total asalariados;2010T1;..
Hombres;No clasificable;Total asalariados;2009T4;..
Hombres;No clasificable;Total asalariados;2009T3;..
Hombres;No clasificable;Total asalariados;2009T2;..
Hombres;No clasificable;Total asalariados;2009T1;..
Hombres;No clasificable;Total asalariados;2008T4;..
Hombres;No clasificable;Total asalariados;2008T3;..
Hombres;No clasificable;Total asalariados;2008T2;..
Hombres;No clasificable;Total asalariados;2008T1;..
Hombres;No clasificable;Total asalariados;2007T4;..
Hombres;No clasificable;Total asalariados;2007T3;..
Hombres;No clasificable;Total asalariados;2007T2;..
Hombres;No clasificable;Total asalariados;2007T1;..
Hombres;No clasificable;Total asalariados;2006T4;..
Hombres;No clasificable;Total asalariados;2006T3;..
Hombres;No clasificable;Total asalariados;2006T2;..
Hombres;No clasificable;Total asalariados;2006T1;..
Hombres;No clasificable;Total asalariados;2005T4;..
Hombres;No clasificable;Total asalariados;2005T3;..
Hombres;No clasificable;Total asalariados;2005T2;..
Hombres;No clasificable;Total asalariados;2005T1;..
Hombres;No clasificable;Total asalariados;2004T4;..
Hombres;No clasificable;Total asalariados;2004T3;..
Hombres;No clasificable;Total asalariados;2004T2;..
Hombres;No clasificable;Total asalariados;2004T1;..
Hombres;No clasificable;Total asalariados;2003T4;..
Hombres;No clasificable;Total asalariados;2003T3;..
Hombres;No clasificable;Total asalariados;2003T2;..
Hombres;No clasificable;Total asalariados;2003T1;..
Hombres;No clasificable;Total asalariados;2002T4;..
Hombres;No clasificable;Total asalariados;2002T3;..
Hombres;No clasificable;Total asalariados;2002T2;..
Hombres;No clasificable;Total asalariados;2002T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2025T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2025T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2025T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2025T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2024T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2024T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2024T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2024T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2023T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2023T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2023T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2023T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2022T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2022T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2022T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2022T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2021T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2021T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2021T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2021T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2020T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2020T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2020T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2020T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2019T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2019T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2019T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2019T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2018T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2018T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2018T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2018T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2017T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2017T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2017T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2017T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2016T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2016T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2016T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2016T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2015T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2015T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2015T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2015T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2014T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2014T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2014T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2014T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2013T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2013T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2013T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2013T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2012T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2012T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2012T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2012T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2011T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2011T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2011T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2011T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2010T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2010T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2010T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2010T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2009T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2009T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2009T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2009T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2008T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2008T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2008T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2008T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2007T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2007T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2007T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2007T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2006T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2006T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2006T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2006T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2005T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2005T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2005T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2005T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2004T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2004T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2004T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2004T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2003T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2003T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2003T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2003T1;..
Hombres;No clasificable;Asalariados con contrato indefinido;2002T4;..
Hombres;No clasificable;Asalariados con contrato indefinido;2002T3;..
Hombres;No clasificable;Asalariados con contrato indefinido;2002T2;..
Hombres;No clasificable;Asalariados con contrato indefinido;2002T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2025T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2025T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2025T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2025T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2024T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2024T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2024T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2024T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2023T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2023T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2023T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2023T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2022T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2022T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2022T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2022T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2021T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2021T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2021T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2021T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2020T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2020T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2020T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2020T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2019T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2019T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2019T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2019T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2018T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2018T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2018T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2018T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2017T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2017T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2017T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2017T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2016T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2016T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2016T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2016T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2015T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2015T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2015T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2015T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2014T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2014T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2014T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2014T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2013T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2013T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2013T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2013T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2012T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2012T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2012T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2012T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2011T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2011T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2011T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2011T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2010T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2010T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2010T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2010T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2009T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2009T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2009T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2009T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2008T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2008T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2008T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2008T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2007T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2007T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2007T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2007T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2006T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2006T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2006T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2006T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2005T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2005T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2005T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2005T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2004T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2004T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2004T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2004T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2003T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2003T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2003T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2003T1;..
Hombres;No clasificable;Asalariados con contrato temporal;2002T4;..
Hombres;No clasificable;Asalariados con contrato temporal;2002T3;..
Hombres;No clasificable;Asalariados con contrato temporal;2002T2;..
Hombres;No clasificable;Asalariados con contrato temporal;2002T1;..
